"PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","INTENSITY","PLOT_ID","COUNTYFIPS","HEXID","PROVINCE","SECTION","SUBSECTION","elev","tri","lfevc","lfevh","ppt","tmin01","tmean","tmax","tmin","tdmean","tcc23","tnt","BA","VOLCFNET","VOLBFNET","TPA_UNADJ","DRYBIO_AG","CARBON_AG"
"412222008489998",2017,41,1,39,73449,1,"1","PID410103973449","41039",96403,"M242","M242B","M242Ba",420,110.918891906738,70,29,1432,49,1096,1673,519,519,71,1,408.707,170.612,4887.66,23679.33,89.286,45.328
"412222013489998",2017,41,1,39,58496,1,"1","PID410103958496","41039",86254,"M242","M242A","M242Ag",60,34.5687713623047,48,27,2247,219,1127,1678,577,674,75,1,69.15,233.025,12396.683,86305.279,222.469,113.696
"412222015489998",2017,41,2,11,91518,1,"1","PID410201191518","41011",104372,"M242","M242A","M242Ag",256,114.669090270996,74,29,1868,305,1187,1730,646,732,81,1,151.427,302.773,9997.144,61166.146,177.299,88.982
"412222016489998",2017,41,1,39,62769,1,"1","PID410103962769","41039",90957,"M242","M242A","M242Ag",285,104.45573425293,71,35,1651,201,1135,1692,578,657,81,1,309.669,169.073,4857.759,23378.262,98.858,50.875
"412222017489998",2017,41,3,35,63766,1,"1","PID410303563766","41035",111167,"M242","M242B","M242Be",1672,74.4513244628906,6,10,1616,-531,552,1172,-67,-114,2,2,702.55,122.301,2628.842,10304.624,51.748,25.653
"412222023489998",2017,41,2,19,54472,1,"1","PID410201954472","41019",108457,"M261","M261A","M261Ao",258,34.4673767089844,0,0,1034,120,1235,1919,550,594,7,2,294.364,72.903,781.059,1057.842,28.127,13.446
"412222025489998",2017,41,1,41,73641,1,"1","PID410104173641","41041",70958,"M242","M242A","M242Ad",389,129.468139648438,42,13,3219,137,1036,1562,510,588,33,1,216.65,210.454,7075.157,31117.962,134.426,66.759
"412222029489998",2017,41,2,29,89667,1,"1","PID410202989667","41029",120319,"M261","M261A","M261Av",426,70.8096008300781,11,19,620,-34,1224,1995,452,435,32,2,104.313,22.666,155.895,0,6.941,3.269
"412222031489998",2017,41,0,9,55783,1,"1","PID410000955783","41009",51680,"M242","M242A","M242Af",347,20.9761772155762,29,14,1429,6,967,1528,405,546,84,1,270.291,33.494,391.99,0,11.184,5.771
"412222038489998",2017,41,4,63,70670,1,"1","PID410406370670","41063",53509,"M332","M332G","M332Gf",1223,9,6,15,692,-451,819,1373,264,-31,9,2,265.793,182.955,4304.035,19718.117,80.974,39.115
"412222040489998",2017,41,1,39,96616,1,"1","PID410103996616","41039",99097,"M242","M242B","M242Bb",1228,62.4179458618164,70,30,1972,-119,857,1434,279,228,74,1,57.091,272.396,14560.938,104886.68,259.88,133.373
"412222041489998",2017,41,2,19,53798,1,"1","PID410201953798","41019",102302,"M242","M242B","M242Bb",996,48.3321838378906,42,19,1395,-132,939,1580,297,263,59,1,15.987,140.313,6134.755,43496.17,122.86,62.994
"412222052489998",2017,41,2,19,50787,1,"1","PID410201950787","41019",101824,"M242","M242B","M242Be",1623,28.9482288360596,49,26,1843,-529,554,1181,-73,-70,58,1,821.368,237.426,6120.813,34368.072,116.028,56.829
"412222073489998",2017,41,3,35,93121,1,"1","PID410303593121","41035",114528,"M242","M242C","M242Ce",1399,9.74679470062256,29,15,510,-717,682,1528,-165,-30,17,1,11.014,34.245,1145.944,7375.607,21.918,11.244
"412222075489998",2017,41,0,5,83169,1,"1","PID410000583169","41005",64308,"M242","M242B","M242Bc",1043,21.7255611419678,76,29,1550,-424,637,1168,106,133,79,1,175.251,224.617,7998.069,50673.04,149.997,75.643
"412222081489998",2017,41,0,47,57762,1,"1","PID410004757762","41047",70618,"M242","M242B","M242Bb",1358,98.091796875,55,27,2626,-199,742,1238,247,305,18,1,249.217,109.125,2383.947,12882.82,47.094,23.725
"412222082489998",2017,41,1,43,76290,1,"1","PID410104376290","41043",74467,"M242","M242B","M242Bb",941,89.4538955688477,65,38,2015,-152,835,1356,314,277,18,1,130.376,253.669,10811.867,69130.112,167.465,85.26
"412222099489998",2017,41,2,19,56365,1,"1","PID410201956365","41019",90745,"M242","M242A","M242Ag",294,92.3255081176758,70,21,2154,272,1117,1602,633,698,81,1,549.87,166.683,3265,10862.849,74.419,38.133
"412222100489998",2017,41,2,19,86647,1,"1","PID410201986647","41019",93692,"M242","M242A","M242Ag",237,82.7466049194336,22,25,2162,266,1179,1720,638,693,79,2,182.54,313.94,13228.248,82404.269,248.446,128.198
"412222103489998",2017,41,2,19,70561,1,"1","PID410201970561","41019",100928,"M242","M242A","M242Ag",389,78.3709106445312,55,19,1192,246,1189,1759,619,663,83,1,60.18,23.027,354.704,609.779,8.245,4.255
"412222107489998",2017,41,0,57,66878,1,"1","PID410005766878","41057",54873,"M242","M242A","M242Aa",257,60.9672050476074,48,21,2851,252,1038,1468,607,721,10,1,457.371,328.328,8195.446,37334.352,145.552,73.645
"412222108489998",2017,41,0,57,94727,1,"1","PID410005794727","41057",60474,"M242","M242A","M242Ad",418,84.0713958740234,71,28,4220,132,964,1374,554,597,83,1,153.154,171.899,6153.994,40406.193,112.926,56.757
"412222118489998",2017,41,2,15,93783,1,"1","PID410201593783","41015",115831,"M242","M242A","M242Ah",603,95.8957748413086,75,21,4363,376,1184,1696,671,558,84,1,347.481,320.695,13700.923,88245.279,247.899,125.786
"412222121489998",2017,41,1,39,73391,1,"1","PID410103973391","41039",87930,"M242","M242B","M242Bc",1214,25.3574447631836,76,28,2189,-338,705,1297,112,75,79,1,134.327,371.499,15050.814,100872.92,242.398,118.633
"412222125489998",2017,41,3,35,88461,1,"1","PID410303588461","41035",109878,"M242","M242C","M242Ce",1690,42.4970588684082,42,18,821,-582,630,1351,-90,-169,45,1,632.286,168.441,4366.203,24644.84,85.467,43.513
"412222131489998",2017,41,3,35,89311,1,"1","PID410303589311","41035",117900,"M242","M242C","M242Ce",1336,11.3137083053589,20,17,456,-685,720,1558,-119,-6,28,1,4.996,19.789,599.473,3779.96,12.282,6.301
"412222132489998",2017,41,3,35,96215,1,"1","PID410303596215","41035",117330,"M242","M242C","M242Ce",1403,68.5930023193359,43,20,523,-628,712,1498,-74,-3,49,1,0,0,0,0,0,0
"412222133489998",2017,41,0,5,89989,1,"1","PID410000589989","41005",66119,"M242","M242B","M242Bc",1052,26.8514423370361,77,19,1683,-270,755,1289,221,290,85,1,2199.585,134.253,1493.125,4482.792,41.504,21.354
"412222134489998",2017,41,3,65,89853,1,"1","PID410306589853","41065",70613,"M242","M242B","M242Bc",1472,17.6918067932129,35,22,1450,-473,562,1114,11,134,18,1,931.714,292.441,7364.553,37917.441,141.612,68.193
"412222137489998",2017,41,0,53,59466,1,"1","PID410005359466","41053",70424,"242","242B","242Bd",226,22.3606796264648,27,27,1837,96,1084,1645,523,616,29,1,112.073,29.131,902.846,5113.07,19.425,9.88
"412222140489998",2017,41,1,39,85026,1,"1","PID410103985026","41039",91762,"M242","M242B","M242Ba",369,114.921714782715,73,32,1351,82,1105,1630,581,606,73,1,123.244,382.57,21646.007,152409.649,390.393,201.13
"412222144489998",2017,41,1,43,87507,1,"1","PID410104387507","41043",78430,"242","242B","242Bd",221,31.5119018554688,51,17,1303,139,1134,1702,566,662,83,1,324.974,227.17,7359.705,35786.957,138.71,70.074
"412222146489998",2017,41,1,39,56430,1,"1","PID410103956430","41039",86482,"242","242B","242Bd",176,31.8276615142822,50,17,1415,123,1147,1752,541,652,85,1,244.47,61.859,1236.608,2842.569,25.926,13.251
"412222154489998",2017,41,2,19,96842,1,"1","PID410201996842","41019",98305,"M242","M242A","M242Ag",268,103.585716247559,32,23,2084,271,1178,1733,624,731,47,1,149.931,7.282,0,0,1.967,1.015
"412222155489998",2017,41,2,19,98200,1,"1","PID410201998200","41019",99574,"M242","M242A","M242Ag",253,65.7799377441406,32,33,1329,181,1180,1774,586,691,14,2,156.469,173.128,5866.875,32266.309,116.413,59.307
"412222156489998",2017,41,2,15,92277,1,"1","PID410201592277","41015",114380,"M261","M261A","M261Ay",275,103.556747436523,72,31,2119,184,1269,1978,560,572,78,1,170.481,313.936,16192.53,109212.952,363.443,186.752
"412222166489998",2017,41,0,47,61424,1,"1","PID410004761424","41047",67985,"M242","M242B","M242Ba",313,42.1900444030762,70,21,1579,72,1000,1479,521,589,85,1,108.325,127.819,2912.505,14833.487,59.925,30.921
"412222169489998",2017,41,1,39,57557,1,"1","PID410103957557","41039",90713,"M242","M242B","M242Bb",896,15.7480154037476,9,27,1805,-160,864,1443,285,220,81,2,122.842,664.989,35517.426,259044.269,616.106,316.713
"412222170489998",2017,41,3,35,97651,1,"1","PID410303597651","41035",110063,"M242","M242C","M242Ce",1385,3,36,20,497,-767,641,1524,-240,-96,28,1,477.382,102.547,1663.486,5759.488,42.169,21.301
"412222172489998",2017,41,1,39,96531,1,"1","PID410103996531","41039",95982,"M242","M242B","M242Ba",393,31.8590641021729,68,22,1407,90,1146,1703,590,626,80,1,167.483,102.324,2737.602,13038.792,62.571,31.246
"412222184489998",2017,41,0,57,87111,1,"1","PID410005787111","41057",61529,"M242","M242A","M242Aa",202,35.5527763366699,56,16,2642,276,1020,1460,581,704,83,1,351.795,274.018,8674.35,44728.141,163.606,83.136
"412222188489998",2017,41,3,37,79198,1,"1","PID410303779198","41037",101976,"342","342B","342Bb",1357,7.07106781005859,0,0,254,-700,736,1620,-148,-145,2,2,11.014,34.012,279.664,1368.783,9.151,4.392
"412222201489998",2017,41,4,1,53743,1,"1","PID410400153743","41001",75549,"M332","M332G","M332Gp",1625,32,0,0,576,-767,604,1185,23,-279,9,2,168.984,11.82,137.018,448.874,3.705,1.898
"412222202489998",2017,41,0,57,87791,1,"1","PID410005787791","41057",60904,"M242","M242A","M242Ad",465,78.9873428344727,77,25,3069,84,1022,1498,545,616,83,1,80.233,157.317,6064.353,37660.87,115.31,59.5
"412222211489998",2017,41,1,39,73452,1,"1","PID410103973452","41039",93994,"M242","M242B","M242Bc",1676,10.2956304550171,70,24,1964,-633,434,1035,-167,-172,62,1,1791.146,290.699,6881.77,37907.106,146.322,70.338
"412222213489998",2017,41,1,43,75930,1,"1","PID410104375930","41043",76791,"M242","M242B","M242Bc",1287,54.0740242004395,54,23,2076,-334,678,1222,134,95,53,1,83.185,297.09,13481.894,91917.179,245.487,125.968
"412222216489998",2017,41,2,19,83036,1,"1","PID410201983036","41019",105036,"M242","M242B","M242Be",1811,22.3159141540527,24,18,1414,-594,513,1143,-117,-144,8,1,817.371,106.73,1808.059,5964.813,40.079,19.494
"412222219489998",2017,41,1,39,74163,1,"1","PID410103974163","41039",96403,"M242","M242B","M242Ba",992,72.0971603393555,77,23,1623,167,1043,1588,499,467,79,1,192.577,174.751,5540.839,29208.161,109.013,56.184
"412222220489998",2017,41,1,39,71924,1,"1","PID410103971924","41039",98453,"M242","M242B","M242Bb",698,30.3809146881104,72,20,1472,43,1073,1668,478,379,77,1,902.623,189.099,4945.024,22930.079,96.444,49.416
"412222221489998",2017,41,0,9,85730,1,"1","PID410000985730","41009",51121,"M242","M242A","M242Ad",268,40.4227676391602,13,17,1500,112,1013,1507,519,608,30,2,114.343,125.034,3071.146,15758.529,61.882,31.901
"412222223489998",2017,41,1,39,69523,1,"1","PID410103969523","41039",85455,"242","242B","242Bd",196,63.9609260559082,65,22,1267,149,1152,1722,583,671,79,1,186.559,104.928,2486.561,10080.311,47.742,24.608
"412222232489998",2017,41,2,11,58532,1,"1","PID410201158532","41011",104896,"M242","M242A","M242Ag",590,79.0506134033203,38,15,2191,244,1090,1611,569,548,77,1,117.092,52.658,1354.88,7364.162,27.636,14.136
"412222261489998",2017,41,0,7,84847,1,"1","PID410000784847","41007",45661,"M242","M242A","M242Aa",34,47.4973678588867,73,21,1736,248,1095,1558,633,735,84,1,182.54,85.393,2079.535,6296.119,44.548,21.604
"412222262489998",2017,41,0,9,97623,1,"1","PID410000997623","41009",48114,"M242","M242A","M242Af",280,37.9473304748535,68,21,1839,129,1015,1493,536,655,46,1,252.758,159.135,3423.984,13758.231,73.279,37.528
"412222269489998",2017,41,1,41,98405,1,"1","PID410104198405","41041",66978,"M242","M242A","M242Ad",276,87.9602203369141,45,22,3198,144,1005,1483,527,597,79,1,661.464,270.399,5815.703,19179.933,118.576,59.694
"412222270489998",2017,41,2,19,53146,1,"1","PID410201953146","41019",110899,"M261","M261A","M261Ao",569,49.5782203674316,0,0,1042,100,1202,1866,538,555,16,2,2.998,32.717,1180.358,8075.806,26.716,13.786
"412222272489998",2017,41,2,19,60698,1,"1","PID410201960698","41019",99060,"M242","M242B","M242Ba",1221,59.7076225280762,75,21,2195,15,922,1459,384,263,74,1,372.598,107.159,1447.395,3897.579,36.163,18.647
"412222289489998",2017,41,3,31,75587,1,"1","PID410303175587","41031",76679,"M242","M242B","M242Bc",1927,31.890438079834,10,9,2391,-442,423,924,-79,-137,22,2,72.217,43.485,388.76,1351.204,12.357,5.94
"412222290489998",2017,41,1,43,91960,1,"1","PID410104391960","41043",81127,"M242","M242B","M242Bc",1172,20.1494407653809,4,16,2257,-276,746,1307,185,147,25,2,2.998,26.547,546.159,3241.474,10.853,5.6
"412222294489998",2017,41,3,35,88702,1,"1","PID410303588702","41035",112740,"M242","M242C","M242Ce",1528,11.8743419647217,29,19,1100,-539,650,1361,-61,-35,48,1,454.309,114.566,1041.154,4369.289,40.669,20.588
"412222300489998",2017,41,0,7,83039,1,"1","PID410000783039","41007",49442,"M242","M242A","M242Af",226,51.9037551879883,50,20,3317,110,1001,1504,499,604,85,1,316.686,199.441,4515.191,19163.662,96.217,48.212
"412222301489998",2017,41,0,7,79264,1,"1","PID410000779264","41007",51241,"M242","M242A","M242Ad",316,33.3766403198242,79,25,2248,56,990,1512,468,582,84,1,576.875,147.734,5982.017,39660.797,105.628,53.894
"412222302489998",2017,41,2,29,65942,1,"1","PID410202965942","41029",129872,"M261","M261A","M261Ae",1274,85.3815002441406,14,11,657,-206,980,1594,368,39,39,2,1136.515,56.521,10.874,0,12.383,5.834
"412222313489998",2017,41,2,15,99960,1,"1","PID410201599960","41015",125492,"M261","M261A","M261Aa",883,118.777099609375,41,16,3326,18,1083,1708,458,357,38,1,0,0,0,0,0,0
"412222316489998",2017,41,2,33,50598,1,"1","PID410203350598","41033",124202,"M261","M261A","M261Av",382,3.60555124282837,0,0,733,14,1256,2024,488,444,2,2,73.216,85.123,2888.052,16122.416,58.057,29.456
"412222317489998",2017,41,1,41,93466,1,"1","PID410104193466","41041",70465,"M242","M242A","M242Aa",94,75.2130279541016,38,14,2208,313,1074,1524,624,711,84,1,744.155,55.021,324.129,0,15.231,7.669
"412222321489998",2017,41,0,53,61051,1,"1","PID410005361051","41053",73067,"M242","M242A","M242Ag",459,121.334251403809,59,10,2200,119,1048,1538,560,620,83,1,427.281,118.834,1838.684,567.045,45.063,23.252
"412222332489998",2017,41,2,15,56791,1,"1","PID410201556791","41015",129020,"M261","M261A","M261Aa",727,87.8123016357422,46,20,3189,-56,1114,1852,376,365,33,1,149.931,1.382,0,0,0.185,0.088
"412222334489998",2017,41,3,13,76715,1,"1","PID410301376715","41013",81316,"M332","M332G","M332Gb",1493,50.6951675415039,51,21,568,-510,681,1288,74,-126,54,1,74.215,75.71,1419.282,7115.74,31.949,16.382
"412222345489998",2017,41,0,5,83027,1,"1","PID410000583027","41005",62976,"242","242B","242Bd",292,6.78233003616333,0,0,1371,88,1064,1576,553,616,4,2,599.722,51.108,0,0,9.369,4.737
"412222350489998",2017,41,3,35,67696,1,"1","PID410303567696","41035",123336,"M261","M261G","M261Gc",1578,31.1608734130859,34,16,457,-566,740,1452,27,-137,53,1,80.21,120.823,2617.938,14674.181,59.019,30.746
"412222351489998",2017,41,1,3,54604,1,"1","PID410100354604","41003",76112,"242","242B","242Bd",275,80.8640823364258,67,23,1298,141,1123,1672,574,667,79,1,153.976,73.564,2077.684,8984.445,46.333,23.299
"412222352489998",2017,41,1,3,54623,1,"1","PID410100354623","41003",76349,"M242","M242A","M242Ag",359,68.8403930664062,50,22,1718,147,1116,1652,581,661,84,1,483.672,129.143,2222.817,6255.049,53.148,27.417
"412222359489998",2017,41,0,7,65055,1,"1","PID410000765055","41007",52087,"M242","M242A","M242Af",249,80.0499877929688,54,18,3134,68,1012,1561,462,595,53,1,96.266,203.944,6561.076,39796.23,121.155,59.668
"412222360489998",2017,41,0,57,89494,1,"1","PID410005789494","41057",54925,"M242","M242A","M242Ad",724,137.673522949219,0,0,4188,31,890,1315,466,498,9,1,0,0,0,0,0,0
"412222361489998",2017,41,0,57,89858,1,"1","PID410005789858","41057",56925,"M242","M242A","M242Ad",828,28.65309715271,53,25,2398,-15,821,1205,438,463,81,1,103.306,174.411,6062.796,36586.524,110.109,56.271
"412222362489998",2017,41,3,35,50405,1,"1","PID410303550405","41035",100725,"M242","M242B","M242Bc",1669,18.0831413269043,35,20,1193,-559,534,1150,-82,-112,30,1,915.409,120.819,1503.388,4261.699,38.801,19.277
"412222369489998",2017,41,2,15,56343,1,"1","PID410201556343","41015",121633,"M261","M261A","M261Ay",924,84.5872344970703,53,25,2974,210,1110,1634,587,375,68,1,7.017,7.243,237.852,1469.408,4.379,2.26
"412222377489998",2017,41,3,35,77552,1,"1","PID410303577552","41035",116907,"M242","M242C","M242Ce",1754,20.3469905853271,26,9,807,-554,646,1308,-15,-96,47,1,48.144,19.566,146.398,278.733,6.061,3.101
"412222404489998",2017,41,2,19,69135,1,"1","PID410201969135","41019",105168,"M242","M242B","M242Bb",1514,73.1983642578125,59,38,1767,-168,776,1306,246,97,21,1,186.265,224.423,9851.541,64432.791,146.63,71.704
"412222406489998",2017,41,0,67,61121,1,"1","PID410006761121","41067",54505,"242","242B","242Bd",227,36.8510513305664,75,29,1561,105,1058,1568,549,626,78,1,60.158,128.346,5104.439,31613.583,92.368,46.374
"412222407489998",2017,41,0,67,94997,1,"1","PID410006794997","41067",57365,"242","242B","242Bd",369,57.6107635498047,72,22,1607,64,1002,1471,533,613,78,1,297.633,139.95,3795.11,12872.27,78.59,38.858
"412222417489998",2017,41,2,15,70591,1,"1","PID410201570591","41015",122932,"M261","M261A","M261Ay",742,30.8058433532715,56,29,3241,366,1083,1504,661,566,64,1,811.353,102.085,1056.485,1180.349,32.902,16.487
"412222437489998",2017,41,1,43,83731,1,"1","PID410104383731","41043",74617,"M242","M242B","M242Ba",702,43.1393089294434,73,18,2267,73,938,1388,488,520,84,1,222.668,107.22,2222.576,6793.484,47.228,24.323
"412222447489998",2017,41,3,35,58544,1,"1","PID410303558544","41035",124754,"M261","M261D","M261Dh",1596,29.7321376800537,62,28,965,-455,689,1326,53,10,56,1,512.445,323.171,12077.269,79069.192,258.306,129.193
"412222452489998",2017,41,0,57,92780,1,"1","PID410005792780","41057",57816,"M242","M242A","M242Ad",825,131.601669311523,67,20,4005,46,921,1343,499,550,39,1,366.308,206.085,7120.807,43154.104,129.402,65.782
"412222453489998",2017,41,0,71,83146,1,"1","PID410007183146","41071",59869,"M242","M242A","M242Ad",390,43.6004600524902,80,25,1975,27,1001,1475,526,598,84,1,262.524,273.074,9772.993,57727.98,195.933,99.834
"412222454489998",2017,41,1,39,69883,1,"1","PID410103969883","41039",88352,"M242","M242B","M242Bb",1067,68.7168121337891,73,17,2610,-132,822,1334,311,167,84,1,1061.177,331.566,11372.197,72884.587,200.256,98.475
"412222477489998",2017,41,2,29,60269,1,"1","PID410202960269","41029",116450,"M261","M261A","M261Ao",957,88.9550476074219,74,18,1174,126,1133,1650,617,386,84,1,535.086,155.919,2370.541,6408.714,59.172,29.414
"412222486489998",2017,41,3,35,94205,1,"1","PID410303594205","41035",103700,"M242","M242C","M242Cf",1445,5.29150247573853,11,10,655,-738,606,1410,-198,-50,11,1,84.253,56.384,832.541,2723.42,23.022,11.698
"412222488489998",2017,41,3,31,56876,1,"1","PID410303156876","41031",79262,"342","342H","342Hb",817,13.7113094329834,20,6,230,-389,926,1729,122,56,3,1,26.071,37.555,515.962,2420.918,11.293,5.421
"412222497489998",2017,41,2,29,80964,1,"1","PID410202980964","41029",125749,"M261","M261A","M261Ao",1032,138.010864257812,71,36,921,112,1132,1675,590,262,76,1,424.012,197.719,4968.628,22758.222,108.245,54.699
"412222498489998",2017,41,1,3,55859,1,"1","PID410100355859","41003",79797,"M242","M242A","M242Ag",622,42.296573638916,47,18,2228,105,1044,1540,549,581,80,1,157.468,211.996,7184.519,41472.485,138.803,71.52
"412222501489998",2017,41,2,19,74598,1,"1","PID410201974598","41019",112819,"M261","M261A","M261Ao",601,50.5074234008789,75,25,1588,174,1186,1794,580,525,82,1,84.253,49.414,576.234,814.925,21.345,10.092
"412222520489998",2017,41,4,63,80024,1,"1","PID410406380024","41063",62231,"M332","M332G","M332Ge",1634,22.97825050354,52,24,1350,-729,517,1084,-50,-235,75,1,264.09,347.745,13009.508,85079.288,270.725,130.184
"412222521489998",2017,41,2,19,87233,1,"1","PID410201987233","41019",105422,"M242","M242B","M242Bb",1088,113.710159301758,61,27,1340,15,978,1572,385,289,78,1,1109.897,245.399,8112.026,54764.701,161.805,83.598
"412222523489998",2017,41,4,23,92822,1,"1","PID410402392822","41023",87337,"M332","M332G","M332Gh",1717,48.8159828186035,37,19,555,-689,602,1249,-44,-214,44,1,84.253,85.032,1678.311,8273.42,35.643,18.285
"412222528489998",2017,41,1,39,54673,1,"1","PID410103954673","41039",85076,"M242","M242B","M242Ba",463,38.2361068725586,77,15,2242,53,1088,1605,570,591,84,1,678.998,131.89,1892.277,1651.919,49.012,25.29
"412222542489998",2017,41,3,35,67801,1,"1","PID410303567801","41035",128033,"M261","M261D","M261Dh",1273,48.0520553588867,48,23,516,-453,842,1570,113,38,53,1,128.106,46.247,1173.369,6362.383,23.154,11.894
"412222546489998",2017,41,3,17,79779,1,"1","PID410301779779","41017",94100,"M242","M242C","M242Cf",1305,2.2360680103302,39,18,479,-601,717,1477,-44,-35,47,1,624.043,139.292,3366.975,19675.164,71.23,36.477
"412222547489998",2017,41,3,35,87720,1,"1","PID410303587720","41035",96762,"M242","M242C","M242Cf",1309,2.2360680103302,0,0,511,-628,700,1471,-71,-40,28,2,16.033,55.166,1593.093,9913.539,34.47,17.458
"412222553489998",2017,41,2,29,57848,1,"1","PID410202957848","41029",129926,"M261","M261A","M261Ao",988,133.202850341797,47,18,819,-1,1117,1687,547,232,41,1,591.476,126.119,1274.59,3425.808,51.379,24.466
"412222554489998",2017,41,2,29,95062,1,"1","PID410202995062","41029",127579,"M261","M261A","M261Ao",1215,79.9061965942383,75,33,1318,52,1024,1538,511,196,78,1,536.085,180.808,3423.593,10614.587,86.643,42.942
"412222555489998",2017,41,1,41,50072,1,"1","PID410104150072","41041",73862,"M242","M242A","M242Aa",35,4.35889911651611,0,0,1933,442,1166,1623,708,771,3,2,420.916,167.6,3338.608,11805.002,72.847,37.349
"412222565489998",2017,41,3,35,55545,1,"1","PID410303555545","41035",128728,"M261","M261D","M261Dh",1590,49.4469413757324,34,19,613,-375,782,1418,147,-39,47,1,120.361,62.9,961.132,3564.018,19.532,10.138
"412222576489998",2017,41,4,23,67545,1,"1","PID410402367545","41023",73227,"342","342H","342Hc",945,50.5667877197266,22,8,403,-393,930,1660,200,-1,10,1,135.146,16.415,95.153,0,3.113,1.494
"412222579489998",2017,41,3,35,64327,1,"1","PID410303564327","41035",129934,"M261","M261G","M261Ga",1349,11.0905361175537,0,0,315,-613,783,1604,-39,-43,2,2,25.071,23.931,291.081,1214.289,6.476,3.108
"412222582489998",2017,41,3,37,91040,1,"1","PID410303791040","41037",110733,"M242","M242C","M242Ce",1900,13.9642400741577,0,0,721,-710,547,1288,-194,-320,25,2,180.541,79.092,645.952,1792.597,25.655,13.154
"412222588489998",2017,41,4,23,51747,1,"1","PID410402351747","41023",72896,"M332","M332G","M332Gl",1655,69.1664657592773,42,19,673,-726,553,1159,-53,-156,62,1,174.523,101.938,1746.093,7436.907,43.803,21.702
"412222606489998",2017,41,4,23,87541,1,"1","PID410402387541","41023",73125,"M332","M332G","M332Gb",1517,8,32,15,489,-454,747,1351,144,-102,35,1,234.704,97.768,1149.876,2993.741,30.339,15.564
"412222619489998",2017,41,4,25,51912,1,"1","PID410402551912","41025",94142,"342","342H","342Hd",1541,36.2215423583984,21,8,348,-756,629,1457,-199,-257,7,1,78.235,78.404,1071.859,4695.556,23.183,11.128
"412222629489998",2017,41,3,35,99992,1,"1","PID410303599992","41035",98794,"M242","M242C","M242Ce",1446,6.32455539703369,33,14,405,-742,642,1515,-231,-174,30,1,220.398,65.134,1148.028,2982.045,26.466,13.401
"412222635489998",2017,41,3,65,62468,1,"1","PID410306562468","41065",59857,"M242","M242C","M242Cd",1167,59.8414573669434,60,22,905,-384,722,1238,207,180,75,1,294.364,129.312,1690.449,6832.999,53.298,27.118
"412222646489998",2017,41,4,25,95749,1,"1","PID410402595749","41025",90495,"M332","M332G","M332Gh",1536,55.812183380127,32,15,496,-791,574,1377,-228,-256,18,1,99.286,53.54,1245.111,6183.802,24.076,12.351
"412222647489998",2017,41,4,25,56734,1,"1","PID410402556734","41025",93723,"342","342H","342Hd",1507,11.357816696167,35,15,355,-778,636,1440,-167,-250,35,1,237.453,82.172,1177.852,3969.335,29.245,14.982
"412222650489998",2017,41,4,23,96671,1,"1","PID410402396671","41023",84475,"M332","M332G","M332Gb",1469,29.9666481018066,28,13,529,-564,749,1432,68,-134,24,1,202.343,152.385,3934.2,21701.366,73.952,37.937
"412222654489998",2017,41,4,23,93187,1,"1","PID410402393187","41023",79986,"M332","M332G","M332Gp",1606,42.941822052002,42,14,581,-435,690,1259,121,-210,54,1,108.302,90.293,2163.679,11017.311,43.877,22.386
"412222697489998",2017,41,3,31,97616,1,"1","PID410303197616","41031",74712,"342","342H","342Ha",1156,64.976921081543,22,7,386,-319,873,1483,263,-5,12,1,95.018,20.888,222.418,923.16,5.136,2.465
"412222705489998",2017,41,3,37,53740,1,"1","PID410303753740","41037",119857,"M261","M261G","M261Gc",1785,31.0483493804932,35,18,523,-818,532,1356,-293,-281,39,1,151.156,115.634,2986.929,17635.569,61.925,31.705
"412222706489998",2017,41,3,37,76648,1,"1","PID410303776648","41037",121247,"M261","M261G","M261Gc",2102,36.7831497192383,15,10,642,-794,440,1140,-259,-454,10,1,90.271,57.15,1017.459,4130.697,21.374,10.801
"412222707489998",2017,41,3,37,54370,1,"1","PID410303754370","41037",123224,"M261","M261G","M261Gc",1903,44.3170394897461,24,19,668,-761,504,1216,-210,-379,45,1,689.993,64.938,977.5,4190.035,19.972,9.868
"412222728489998",2017,41,4,23,86814,1,"1","PID410402386814","41023",83162,"M332","M332G","M332Gh",1768,39.724048614502,40,21,556,-662,610,1221,-3,-210,42,1,49.144,38.853,818.536,4048.283,16.564,8.517
"412222746489998",2017,41,3,13,55588,1,"1","PID410301355588","41013",81489,"M332","M332G","M332Gb",1186,52.3736572265625,32,14,388,-583,750,1521,-19,-99,29,1,600.243,100.979,1336.92,4576.403,34.803,17.867
"412222747489998",2017,41,3,13,70665,1,"1","PID410301370665","41013",79535,"342","342H","342Ha",1191,58.2752075195312,6,4,359,-429,790,1470,109,-46,5,2,572.901,52.025,352.688,1313.838,12.063,5.818
"412222748489998",2017,41,3,13,95123,1,"1","PID410301395123","41013",78050,"M332","M332G","M332Gb",1569,68.0220565795898,31,6,666,-546,604,1168,40,-182,23,1,244.129,227.642,7204.113,46228.527,146.281,74.162
"412222752489998",2017,41,3,65,72419,1,"1","PID410306572419","41065",63783,"M242","M242C","M242Cc",832,28.4253406524658,67,27,473,-351,861,1484,239,193,72,1,960.51,211.517,5207.007,27089.486,108.199,54.653
