year,sex,name,n,prop
1948,M,Alex,765,4.2916e-4
1948,M,Elijah,243,1.3632e-4
1948,M,Colin,221,1.2398e-4
1948,M,Tyler,68,3.815e-5
1948,M,Meredith,67,3.759e-5
1948,M,Brendan,51,2.861e-5
1948,M,Grayson,37,2.076e-5
1948,M,Nicola,12,6.73e-6
1948,M,Ella,8,4.49e-6
1948,M,Anne,7,3.93e-6
1949,F,Anne,4050,0.00230705
1949,F,Ella,1552,8.8408e-4
1949,F,Eleanor,1517,8.6415e-4
1949,F,Emily,1393,7.9351e-4
1949,F,Meredith,290,1.652e-4
1949,F,James,257,1.464e-4
1949,F,Chris,241,1.3728e-4
1949,F,Eddie,217,1.2361e-4
1949,F,Amber,93,5.298e-5
1949,F,Nicola,39,2.222e-5
1949,F,Fae,24,1.367e-5
1949,F,Alex,10,5.7e-6
1949,F,Luna,8,4.56e-6
1949,M,James,86855,0.04820364
1949,M,Eddie,4101,0.00227601
1949,M,Chris,1388,7.7033e-4
1949,M,Alex,729,4.0459e-4
1949,M,Elijah,268,1.4874e-4
1949,M,Colin,210,1.1655e-4
1949,M,Tyler,71,3.94e-5
1949,M,Meredith,58,3.219e-5
1949,M,Brendan,51,2.83e-5
1949,M,Grayson,18,9.99e-6
1949,M,Anne,9,4.99e-6
1949,M,Nicola,9,4.99e-6
1949,M,Ella,6,3.33e-6
1950,F,Anne,4458,0.00253495
1950,F,Ella,1378,7.8357e-4
1950,F,Eleanor,1372,7.8016e-4
1950,F,Emily,1317,7.4888e-4
1950,F,Meredith,304,1.7286e-4
1950,F,James,252,1.4329e-4
1950,F,Chris,219,1.2453e-4
1950,F,Eddie,210,1.1941e-4
1950,F,Amber,87,4.947e-5
1950,F,Nicola,30,1.706e-5
1950,F,Fae,20,1.137e-5
1950,F,Alex,9,5.12e-6
1950,F,Luna,6,3.41e-6
1950,M,James,86239,0.04740837
1950,M,Eddie,3760,0.00206699
1950,M,Chris,1249,6.8662e-4
1950,M,Alex,752,4.134e-4
1950,M,Elijah,282,1.5502e-4
1950,M,Colin,196,1.0775e-4
1950,M,Tyler,79,4.343e-5
1950,M,Brendan,61,3.353e-5
1950,M,Meredith,54,2.969e-5
1950,M,Grayson,29,1.594e-5
1950,M,Nicola,13,7.15e-6
1950,M,Anne,8,4.4e-6
1950,M,Emily,7,3.85e-6
1950,M,Ella,5,2.75e-6
1951,F,Anne,4873,0.00263794
1951,F,Ella,1364,7.3838e-4
1951,F,Eleanor,1296,7.0157e-4
1951,F,Emily,1287,6.967e-4
1951,F,Meredith,359,1.9434e-4
1951,F,Chris,278,1.5049e-4
1951,F,James,256,1.3858e-4
1951,F,Eddie,205,1.1097e-4
1951,F,Amber,97,5.251e-5
1951,F,Fae,30,1.624e-5
1951,F,Nicola,16,8.66e-6
1951,F,Alex,9,4.87e-6
1951,F,Luna,8,4.33e-6
1951,M,James,87272,0.04564846
1951,M,Eddie,3748,0.00196043
1951,M,Chris,1473,7.7047e-4
1951,M,Alex,692,3.6196e-4
1951,M,Elijah,223,1.1664e-4
1951,M,Colin,194,1.0147e-4
1951,M,Tyler,71,3.714e-5
1951,M,Meredith,64,3.348e-5
1951,M,Brendan,54,2.825e-5
1951,M,Grayson,25,1.308e-5
1951,M,Nicola,15,7.85e-6
1951,M,Anne,9,4.71e-6
1952,F,Anne,5257,0.00276353
1952,F,Emily,1392,7.3176e-4
1952,F,Eleanor,1250,6.5711e-4
1952,F,Ella,1245,6.5448e-4
1952,F,Chris,328,1.7243e-4
1952,F,Meredith,316,1.6612e-4
1952,F,James,259,1.3615e-4
1952,F,Eddie,171,8.989e-5
1952,F,Amber,108,5.677e-5
1952,F,Fae,27,1.419e-5
1952,F,Nicola,22,1.157e-5
1952,F,Alex,7,3.68e-6
1952,F,Luna,5,2.63e-6
1952,F,Tyler,5,2.63e-6
1952,M,James,87107,0.0441227
1952,M,Eddie,3644,0.00184581
1952,M,Chris,1689,8.5554e-4
1952,M,Alex,701,3.5508e-4
1952,M,Elijah,263,1.3322e-4
1952,M,Colin,198,1.0029e-4
1952,M,Tyler,84,4.255e-5
1952,M,Meredith,75,3.799e-5
1952,M,Brendan,66,3.343e-5
1952,M,Grayson,29,1.469e-5
1952,M,Nicola,11,5.57e-6
1952,M,Ella,9,4.56e-6
1952,M,Anne,8,4.05e-6
1953,F,Anne,5256,0.00272459
1953,F,Emily,1325,6.8685e-4
1953,F,Eleanor,1254,6.5004e-4
1953,F,Ella,1160,6.0132e-4
1953,F,Chris,335,1.7366e-4
1953,F,Meredith,329,1.7055e-4
1953,F,James,236,1.2234e-4
1953,F,Eddie,172,8.916e-5
1953,F,Amber,98,5.08e-5
1953,F,Nicola,31,1.607e-5
1953,F,Fae,20,1.037e-5
1953,F,Alex,12,6.22e-6
1953,M,James,86009,0.04297751
1953,M,Eddie,3414,0.00170593
1953,M,Chris,1569,7.8401e-4
1953,M,Alex,713,3.5628e-4
1953,M,Elijah,248,1.2392e-4
1953,M,Colin,213,1.0643e-4
1953,M,Tyler,98,4.897e-5
1953,M,Brendan,78,3.898e-5
1953,M,Meredith,67,3.348e-5
1953,M,Grayson,23,1.149e-5
1953,M,Ella,9,4.5e-6
1953,M,Nicola,9,4.5e-6
1953,M,Anne,7,3.5e-6
1953,M,Eleanor,7,3.5e-6
1954,F,Anne,5299,0.00266169
1954,F,Emily,1340,0.00067308000000000005
1954,F,Eleanor,1117,5.6107e-4
1954,F,Ella,1099,5.5203e-4
1954,F,Chris,374,1.8786e-4
1954,F,Meredith,281,1.4115e-4
1954,F,James,226,1.1352e-4
1954,F,Eddie,162,8.137e-5
1954,F,Amber,107,5.375e-5
1954,F,Nicola,36,1.808e-5
1954,F,Fae,12,6.03e-6
1954,F,Alex,8,4.02e-6
1954,F,Mika,8,4.02e-6
1954,F,Luna,7,3.52e-6
1954,F,Elijah,5,2.51e-6
1954,M,James,86288,0.04171701
1954,M,Eddie,3765,0.00182024
1954,M,Chris,1799,8.6975e-4
1954,M,Alex,743,3.5921e-4
1954,M,Elijah,254,1.228e-4
1954,M,Colin,245,1.1845e-4
1954,M,Tyler,119,5.753e-5
1954,M,Brendan,69,3.336e-5
1954,M,Meredith,60,2.901e-5
1954,M,Grayson,28,1.354e-5
1954,M,Nicola,16,7.74e-6
1954,M,Anne,12,5.8e-6
1955,F,Anne,5215,0.00260139
1955,F,Emily,1305,6.5097e-4
1955,F,Ella,1127,5.6218e-4
1955,F,Eleanor,1044,5.2078e-4
1955,F,Chris,455,2.2697e-4
1955,F,Meredith,300,1.4965e-4
1955,F,James,247,1.2321e-4
1955,F,Eddie,156,7.782e-5
1955,F,Amber,129,6.435e-5
1955,F,Nicola,41,2.045e-5
1955,F,Fae,14,6.98e-6
1955,F,Alex,6,2.99e-6
1955,F,Mika,6,2.99e-6
1955,M,James,84157,0.04027433
1955,M,Eddie,3780,0.00180896
1955,M,Chris,2187,0.00104661
1955,M,Alex,713,3.4121e-4
1955,M,Colin,256,1.2251e-4
1955,M,Elijah,235,1.1246e-4
1955,M,Tyler,117,5.599e-5
1955,M,Brendan,96,4.594e-5
1955,M,Meredith,35,1.675e-5
1955,M,Grayson,25,1.196e-5
1955,M,Anne,11,5.26e-6
1955,M,Nicola,11,5.26e-6
1955,M,Ella,5,2.39e-6
1956,F,Anne,5353,0.00259947
1956,F,Emily,1283,6.2304e-4
1956,F,Eleanor,1044,5.0698e-4
1956,F,Ella,989,4.8027e-4
1956,F,Chris,611,2.9671e-4
1956,F,Meredith,289,1.4034e-4
1956,F,James,249,1.2092e-4
1956,F,Eddie,146,7.09e-5
1956,F,Amber,122,5.924e-5
1956,F,Nicola,27,1.311e-5
1956,F,Fae,10,4.86e-6
1956,F,Alex,7,3.4e-6
1956,F,Luna,5,2.43e-6
1956,F,Mika,5,2.43e-6
1956,F,Tyler,5,2.43e-6
1956,M,James,84837,0.03955889
1956,M,Eddie,3994,0.00186237
1956,M,Chris,2529,0.00117925
1956,M,Alex,809,3.7723e-4
1956,M,Colin,286,1.3336e-4
1956,M,Elijah,196,9.139e-5
1956,M,Tyler,134,6.248e-5
1956,M,Brendan,114,5.316e-5
1956,M,Meredith,45,2.098e-5
1956,M,Grayson,24,1.119e-5
1956,M,Nicola,24,1.119e-5
1956,M,Anne,8,3.73e-6
1956,M,Emily,7,3.26e-6
1957,F,Anne,5480,0.00261258
1957,F,Emily,1205,5.7448e-4
1957,F,Chris,1021,4.8676e-4
1957,F,Ella,966,4.6054e-4
1957,F,Eleanor,959,4.572e-4
1957,F,James,280,1.3349e-4
1957,F,Meredith,236,1.1251e-4
1957,F,Amber,137,6.531e-5
1957,F,Eddie,110,5.244e-5
1957,F,Nicola,28,1.335e-5
1957,F,Alex,10,4.77e-6
1957,F,Fae,8,3.81e-6
1957,F,Luna,8,3.81e-6
1957,F,Tyler,7,3.34e-6
1957,F,Mika,6,2.86e-6
1957,M,James,84270,0.03852415
1957,M,Eddie,4109,0.00187844
1957,M,Chris,3256,0.00148849
1957,M,Alex,899,4.1098e-4
1957,M,Colin,268,1.2252e-4
1957,M,Elijah,220,1.0057e-4
1957,M,Brendan,142,6.492e-5
1957,M,Tyler,141,6.446e-5
1957,M,Meredith,40,1.829e-5
1957,M,Grayson,26,1.189e-5
1957,M,Nicola,25,1.143e-5
1957,M,Anne,8,3.66e-6
1958,F,Anne,5454,0.00264114
1958,F,Chris,1342,6.4987e-4
1958,F,Emily,1174,5.6852e-4
1958,F,Eleanor,864,4.184e-4
1958,F,Ella,839,4.0629e-4
1958,F,James,252,1.2203e-4
1958,F,Meredith,217,1.0508e-4
1958,F,Amber,163,7.893e-5
1958,F,Eddie,138,6.683e-5
1958,F,Nicola,36,1.743e-5
1958,F,Alex,14,6.78e-6
1958,F,Fae,10,4.84e-6
1958,F,Luna,5,2.42e-6
1958,F,Mika,5,2.42e-6
1958,M,James,78709,0.03655716
1958,M,Chris,4454,0.0020687
1958,M,Eddie,4129,0.00191775
1958,M,Alex,1017,4.7236e-4
1958,M,Colin,280,1.3005e-4
1958,M,Elijah,207,9.614e-5
1958,M,Tyler,145,6.735e-5
1958,M,Brendan,123,5.713e-5
1958,M,Meredith,37,1.719e-5
1958,M,Nicola,18,8.36e-6
1958,M,Grayson,16,7.43e-6
1958,M,Anne,14,6.5e-6
1959,F,Anne,5741,0.00276207
1959,F,Chris,1408,6.7741e-4
1959,F,Emily,1213,5.8359e-4
1959,F,Ella,867,4.1713e-4
1959,F,Eleanor,865,4.1616e-4
1959,F,James,296,1.4241e-4
1959,F,Meredith,260,1.2509e-4
1959,F,Amber,208,1.0007e-4
1959,F,Eddie,110,5.292e-5
1959,F,Nicola,20,9.62e-6
1959,F,Fae,17,8.18e-6
1959,F,Alex,12,5.77e-6
1959,F,Mika,8,3.85e-6
1959,F,Tyler,5,2.41e-6
1959,M,James,78601,0.03628426
1959,M,Chris,5670,0.00261742
1959,M,Eddie,4233,0.00195406
1959,M,Alex,1164,5.3733e-4
1959,M,Colin,323,1.4911e-4
1959,M,Elijah,185,8.54e-5
1959,M,Brendan,179,8.263e-5
1959,M,Tyler,146,6.74e-5
1959,M,Meredith,31,1.431e-5
1959,M,Grayson,22,1.016e-5
1959,M,Nicola,15,6.92e-6
1959,M,Anne,10,4.62e-6
1960,F,Anne,5631,0.00270742
1960,F,Chris,1510,7.2602e-4
1960,F,Emily,1223,5.8803e-4
1960,F,Eleanor,826,3.9715e-4
1960,F,Ella,747,3.5916e-4
1960,F,James,289,1.3895e-4
1960,F,Amber,282,1.3559e-4
1960,F,Meredith,247,1.1876e-4
1960,F,Eddie,103,4.952e-5
1960,F,Nicola,30,1.442e-5
1960,F,Alex,17,8.17e-6
1960,F,Fae,8,3.85e-6
1960,F,Colin,7,3.37e-6
1960,F,Mika,7,3.37e-6
1960,F,Tyler,7,3.37e-6
1960,F,Luna,6,2.88e-6
1960,M,James,76842,0.03548143
1960,M,Chris,6500,0.00300134
1960,M,Eddie,4198,0.00193841
1960,M,Alex,1228,5.6702e-4
1960,M,Colin,294,1.3575e-4
1960,M,Brendan,216,9.974e-5
1960,M,Elijah,181,8.358e-5
1960,M,Tyler,178,8.219e-5
1960,M,Meredith,39,1.801e-5
1960,M,Grayson,36,1.662e-5
1960,M,Nicola,31,1.431e-5
1960,M,Anne,12,5.54e-6
1960,M,Mika,11,5.08e-6
1960,M,Ella,6,2.77e-6
1961,F,Anne,5520,0.00265845
1961,F,Chris,1568,7.5515e-4
1961,F,Emily,1149,5.5336e-4
1961,F,Eleanor,750,3.612e-4
1961,F,Ella,714,3.4386e-4
1961,F,Amber,335,1.6134e-4
1961,F,James,287,1.3822e-4
1961,F,Meredith,255,1.2281e-4
1961,F,Eddie,92,4.431e-5
1961,F,Nicola,35,1.686e-5
1961,F,Alex,21,1.011e-5
1961,F,Fae,14,6.74e-6
1961,F,Mika,10,4.82e-6
1961,F,Grayson,5,2.41e-6
1961,M,James,75917,0.03521269
1961,M,Chris,7208,0.0033433
1961,M,Eddie,4077,0.00189104
1961,M,Alex,1218,5.6495e-4
1961,M,Colin,355,1.6466e-4
1961,M,Brendan,241,1.1178e-4
1961,M,Tyler,197,9.137e-5
1961,M,Elijah,193,8.952e-5
1961,M,Meredith,32,1.484e-5
1961,M,Nicola,23,1.067e-5
1961,M,Grayson,22,1.02e-5
1961,M,Anne,13,6.03e-6
1961,M,Amber,5,2.32e-6
1962,F,Anne,5270,0.00259992
1962,F,Chris,1521,7.5038e-4
1962,F,Emily,1077,5.3133e-4
1962,F,Eleanor,761,3.7543e-4
1962,F,Ella,630,3.1081e-4
1962,F,Amber,376,1.855e-4
1962,F,James,262,1.2926e-4
1962,F,Meredith,261,1.2876e-4
1962,F,Eddie,86,4.243e-5
1962,F,Nicola,51,2.516e-5
1962,F,Alex,13,6.41e-6
1962,F,Mika,13,6.41e-6
1962,F,Fae,9,4.44e-6
1962,F,Luna,6,2.96e-6
1962,F,Tyler,5,2.47e-6
1962,M,James,72557,0.03451724
1962,M,Chris,6786,0.00322828
1962,M,Eddie,3687,0.001754
1962,M,Alex,1271,6.0465e-4
1962,M,Colin,351,1.6698e-4
1962,M,Brendan,241,1.1465e-4
1962,M,Tyler,233,1.1084e-4
1962,M,Elijah,178,8.468e-5
1962,M,Meredith,39,1.855e-5
1962,M,Grayson,26,1.237e-5
1962,M,Nicola,25,1.189e-5
1962,M,Anne,18,8.56e-6
1962,M,Ella,7,3.33e-6
1962,M,Mika,5,2.38e-6
1963,F,Anne,5329,0.00268066
1963,F,Chris,1422,7.1531e-4
1963,F,Emily,1108,5.5736e-4
1963,F,Eleanor,668,3.3603e-4
1963,F,Ella,597,3.0031e-4
1963,F,Amber,402,2.0222e-4
1963,F,James,311,1.5644e-4
1963,F,Meredith,188,9.457e-5
1963,F,Eddie,56,2.817e-5
1963,F,Nicola,54,2.716e-5
1963,F,Fae,9,4.53e-6
1963,F,Alex,8,4.02e-6
1963,F,Tyler,8,4.02e-6
1963,F,Mika,7,3.52e-6
1963,F,Colin,5,2.52e-6
1963,M,James,71327,0.03453779
1963,M,Chris,6339,0.00306946
1963,M,Eddie,3353,0.00162358
1963,M,Alex,1306,6.3239e-4
1963,M,Colin,391,1.8933e-4
1963,M,Tyler,282,1.3655e-4
1963,M,Brendan,244,1.1815e-4
1963,M,Elijah,152,7.36e-5
1963,M,Nicola,43,2.082e-5
1963,M,Grayson,24,1.162e-5
1963,M,Meredith,24,1.162e-5
1963,M,Anne,12,5.81e-6
1963,M,Mika,5,2.42e-6
1964,F,Anne,5412,0.00276511
1964,F,Chris,1378,7.0405e-4
1964,F,Emily,1130,5.7734e-4
1964,F,Eleanor,646,3.3006e-4
1964,F,Ella,565,2.8867e-4
1964,F,Amber,479,2.4473e-4
1964,F,James,317,1.6196e-4
1964,F,Meredith,301,1.5379e-4
1964,F,Eddie,70,3.576e-5
1964,F,Nicola,44,2.248e-5
1964,F,Tyler,15,7.66e-6
1964,F,Alex,14,7.15e-6
1964,F,Mika,10,5.11e-6
1964,F,Fae,7,3.58e-6
1964,F,Luna,5,2.55e-6
1964,M,James,73044,0.03602965
1964,M,Chris,5639,0.00278149
1964,M,Eddie,3321,0.00163812
1964,M,Alex,1241,6.1214e-4
1964,M,Colin,391,1.9286e-4
1964,M,Tyler,309,1.5242e-4
1964,M,Brendan,288,1.4206e-4
1964,M,Elijah,160,7.892e-5
1964,M,Nicola,37,1.825e-5
1964,M,Meredith,31,1.529e-5
1964,M,Grayson,26,1.282e-5
1964,M,Anne,16,7.89e-6
1965,F,Anne,4724,0.00258512
1965,F,Emily,1287,7.0429e-4
1965,F,Chris,1089,5.9594e-4
1965,F,Eleanor,604,3.3053e-4
1965,F,Amber,526,2.8784e-4
1965,F,Ella,478,2.6158e-4
1965,F,Meredith,345,1.8879e-4
1965,F,James,303,1.6581e-4
1965,F,Eddie,66,3.612e-5
1965,F,Nicola,58,3.174e-5
1965,F,Alex,11,6.02e-6
1965,F,Tyler,11,6.02e-6
1965,F,Fae,8,4.38e-6
1965,F,Mika,8,4.38e-6
1965,M,James,67703,0.03572322
1965,M,Chris,5482,0.00289256
1965,M,Eddie,2869,0.00151382
1965,M,Alex,1247,6.5797e-4
1965,M,Colin,454,2.3955e-4
1965,M,Brendan,308,1.6251e-4
1965,M,Tyler,297,1.5671e-4
1965,M,Elijah,123,6.49e-5
1965,M,Nicola,39,2.058e-5
1965,M,Meredith,33,1.741e-5
1965,M,Grayson,18,9.5e-6
1965,M,Anne,9,4.75e-6
1965,M,Mika,8,4.22e-6
1965,M,Ella,6,3.17e-6
1966,F,Anne,4153,0.0023656
1966,F,Emily,1250,7.1202e-4
1966,F,Chris,860,4.8987e-4
1966,F,Amber,528,3.0076e-4
1966,F,Eleanor,473,2.6943e-4
1966,F,Ella,429,2.4436e-4
1966,F,Meredith,347,1.9766e-4
1966,F,James,298,1.6974e-4
1966,F,Nicola,72,4.101e-5
1966,F,Eddie,59,3.361e-5
1966,F,Mika,16,9.11e-6
1966,F,Tyler,11,6.27e-6
1966,F,Alex,6,3.42e-6
1966,F,Fae,5,2.85e-6
1966,M,James,65180,0.03585432
1966,M,Chris,5256,0.00289123
1966,M,Eddie,2532,0.00139281
1966,M,Alex,1025,5.6383e-4
1966,M,Brendan,489,2.6899e-4
1966,M,Colin,405,2.2278e-4
1966,M,Tyler,331,1.8208e-4
1966,M,Elijah,140,7.701e-5
1966,M,Nicola,33,1.815e-5
1966,M,Grayson,31,1.705e-5
1966,M,Meredith,27,1.485e-5
1966,M,Anne,11,6.05e-6
1966,M,Mika,6,3.3e-6
1967,F,Anne,4102,0.00238947
1967,F,Emily,1206,7.0251e-4
1967,F,Chris,728,4.2407e-4
1967,F,Amber,626,3.6465e-4
1967,F,Eleanor,444,2.5864e-4
1967,F,Ella,384,2.2369e-4
1967,F,Meredith,356,2.0737e-4
1967,F,James,311,1.8116e-4
1967,F,Nicola,87,5.068e-5
1967,F,Eddie,49,2.854e-5
1967,F,Mika,23,1.34e-5
1967,F,Tyler,15,8.74e-6
1967,F,Alex,13,7.57e-6
1967,M,James,61699,0.03466676
1967,M,Chris,4620,0.00259584
1967,M,Eddie,2277,0.00127938
1967,M,Alex,1130,6.3491e-4
1967,M,Colin,445,2.5003e-4
1967,M,Brendan,444,2.4947e-4
1967,M,Tyler,420,2.3599e-4
1967,M,Elijah,134,7.529e-5
1967,M,Grayson,37,2.079e-5
1967,M,Meredith,32,1.798e-5
1967,M,Nicola,19,1.068e-5
1967,M,Anne,12,6.74e-6
1967,M,Emily,5,2.81e-6
1967,M,Mika,5,2.81e-6
1968,F,Anne,3913,0.00228891
1968,F,Emily,1326,7.7564e-4
1968,F,Amber,886,5.1827e-4
1968,F,Chris,669,3.9133e-4
1968,F,Meredith,539,3.1529e-4
1968,F,Eleanor,407,2.3807e-4
1968,F,Ella,313,1.8309e-4
1968,F,James,312,1.825e-4
1968,F,Nicola,113,6.61e-5
1968,F,Eddie,52,3.042e-5
1968,F,Mika,23,1.345e-5
1968,F,Alex,15,8.77e-6
1968,F,Tyler,15,8.77e-6
1968,F,Brendan,5,2.92e-6
1968,M,James,60704,0.03417885
1968,M,Chris,4251,0.00239349
1968,M,Eddie,2170,0.0012218
1968,M,Alex,1163,6.5482e-4
1968,M,Colin,501,2.8208e-4
1968,M,Brendan,497,2.7983e-4
1968,M,Tyler,436,2.4549e-4
1968,M,Elijah,122,6.869e-5
1968,M,Nicola,34,1.914e-5
1968,M,Grayson,28,1.577e-5
1968,M,Meredith,22,1.239e-5
1968,M,Anne,11,6.19e-6
1968,M,Mika,6,3.38e-6
1969,F,Anne,3710,0.0021047
1969,F,Emily,1577,8.9464e-4
1969,F,Meredith,1092,6.195e-4
1969,F,Amber,1026,5.8205e-4
1969,F,Chris,528,2.9954e-4
1969,F,Eleanor,360,2.0423e-4
1969,F,James,330,1.8721e-4
1969,F,Ella,320,1.8154e-4
1969,F,Nicola,141,7.999e-5
1969,F,Eddie,48,2.723e-5
1969,F,Mika,29,1.645e-5
1969,F,Tyler,20,1.135e-5
1969,F,Alex,13,7.37e-6
1969,F,Luna,12,6.81e-6
1969,F,Colin,10,5.67e-6
1969,F,Grayson,6,3.4e-6
1969,M,James,59912,0.03273917
1969,M,Chris,4288,0.0023432
1969,M,Eddie,2095,0.00114482
1969,M,Alex,1215,6.6394e-4
1969,M,Colin,583,3.1858e-4
1969,M,Tyler,492,2.6886e-4
1969,M,Brendan,470,2.5683e-4
1969,M,Elijah,144,7.869e-5
1969,M,Nicola,48,2.623e-5
1969,M,Grayson,34,1.858e-5
1969,M,Meredith,27,1.475e-5
1969,M,Anne,18,9.84e-6
1969,M,Mika,10,5.46e-6
1970,F,Anne,3440,0.00187784
1970,F,Emily,1931,0.0010541
1970,F,Meredith,1354,7.3913e-4
1970,F,Amber,1290,7.0419e-4
1970,F,Chris,458,2.5002e-4
1970,F,Eleanor,366,1.9979e-4
1970,F,James,353,1.927e-4
1970,F,Ella,324,1.7687e-4
1970,F,Nicola,120,6.551e-5
1970,F,Mika,45,2.456e-5
1970,F,Eddie,43,2.347e-5
1970,F,Tyler,24,1.31e-5
1970,F,Alex,15,8.19e-6
1970,F,Luna,11,6e-6
1970,F,Colin,7,3.82e-6
1970,M,James,61766,0.03241251
1970,M,Chris,4464,0.00234254
1970,M,Eddie,2154,0.00113034
1970,M,Alex,1403,7.3624e-4
1970,M,Tyler,751,3.941e-4
1970,M,Colin,622,3.264e-4
1970,M,Brendan,567,2.9754e-4
1970,M,Elijah,184,9.656e-5
1970,M,Nicola,46,2.414e-5
1970,M,Grayson,45,2.361e-5
1970,M,Meredith,21,1.102e-5
1970,M,Anne,18,9.45e-6
1970,M,Emily,6,3.15e-6
1971,F,Anne,2919,0.00166575
1971,F,Emily,1868,0.00106599
1971,F,Amber,1720,9.8153e-4
1971,F,Meredith,1507,8.5998e-4
1971,F,Eleanor,325,1.8546e-4
1971,F,Chris,324,1.8489e-4
1971,F,James,302,1.7234e-4
1971,F,Ella,257,1.4666e-4
1971,F,Nicola,143,8.16e-5
1971,F,Mika,53,3.024e-5
1971,F,Eddie,51,2.91e-5
1971,F,Tyler,21,1.198e-5
1971,F,Alex,15,8.56e-6
1971,F,Ryann,8,4.57e-6
1971,F,Colin,7,3.99e-6
1971,F,Fae,7,3.99e-6
1971,F,Grayson,7,3.99e-6
1971,F,Kaitlyn,5,2.85e-6
1971,M,James,54622,0.03003881
1971,M,Chris,4296,0.00236254
1971,M,Eddie,2020,0.00111088
1971,M,Alex,1370,7.5342e-4
1971,M,Tyler,723,3.9761e-4
1971,M,Colin,662,3.6406e-4
1971,M,Brendan,543,2.9862e-4
1971,M,Elijah,195,1.0724e-4
1971,M,Nicola,45,2.475e-5
1971,M,Grayson,35,1.925e-5
1971,M,Meredith,33,1.815e-5
1971,M,Anne,9,4.95e-6
1971,M,Amber,8,4.4e-6
1971,M,Mika,5,2.75e-6
1972,F,Emily,2333,0.00144685
1972,F,Anne,2264,0.00140406
1972,F,Amber,1813,0.00112437
1972,F,Meredith,1438,8.918e-4
1972,F,Eleanor,300,1.8605e-4
1972,F,James,299,1.8543e-4
1972,F,Chris,275,1.7055e-4
1972,F,Ella,206,1.2775e-4
1972,F,Nicola,183,1.1349e-4
1972,F,Mika,46,2.853e-5
1972,F,Eddie,40,2.481e-5
1972,F,Alex,17,1.054e-5
1972,F,Tyler,15,9.3e-6
1972,F,Luna,11,6.82e-6
1972,F,Ryann,11,6.82e-6
1972,F,Colin,7,4.34e-6
1972,F,Grayson,7,4.34e-6
1972,F,Fae,5,3.1e-6
1972,M,James,47083,0.02811471
1972,M,Chris,3478,0.00207682
1972,M,Eddie,1745,0.00104199
1972,M,Alex,1185,7.076e-4
1972,M,Tyler,835,4.986e-4
1972,M,Colin,571,3.4096e-4
1972,M,Brendan,503,3.0036e-4
1972,M,Elijah,210,1.254e-4
1972,M,Nicola,53,3.165e-5
1972,M,Meredith,33,1.971e-5
1972,M,Grayson,29,1.732e-5
1972,M,Anne,12,7.17e-6
1972,M,Amber,10,5.97e-6
1972,M,Emily,10,5.97e-6
1972,M,Mika,6,3.58e-6
1973,F,Emily,3028,0.00194848
1973,F,Anne,2451,0.00157718
1973,F,Amber,2182,0.00140409
1973,F,Meredith,1522,9.7939e-4
1973,F,James,317,2.0399e-4
1973,F,Eleanor,266,1.7117e-4
1973,F,Chris,239,1.5379e-4
1973,F,Ella,225,1.4478e-4
1973,F,Nicola,127,8.172e-5
1973,F,Mika,46,2.96e-5
1973,F,Eddie,36,2.317e-5
1973,F,Alex,22,1.416e-5
1973,F,Tyler,21,1.351e-5
1973,F,Colin,5,3.22e-6
1973,M,James,42888,0.02656902
1973,M,Chris,2705,0.00167574
1973,M,Eddie,1585,9.819e-4
1973,M,Alex,1250,7.7437e-4
1973,M,Tyler,751,4.6524e-4
1973,M,Colin,561,3.4754e-4
1973,M,Brendan,552,3.4196e-4
1973,M,Elijah,213,1.3195e-4
1973,M,Nicola,46,2.85e-5
1973,M,Grayson,27,1.673e-5
1973,M,Meredith,21,1.301e-5
1973,M,Emily,13,8.05e-6
1973,M,Mika,10,6.19e-6
1973,M,Amber,8,4.96e-6
1973,M,Anne,8,4.96e-6
1973,M,Kenta,7,4.34e-6
1974,F,Emily,4329,0.00276412
1974,F,Amber,3273,0.00208985
1974,F,Anne,2463,0.00157266
1974,F,Meredith,1519,9.699e-4
1974,F,James,251,1.6027e-4
1974,F,Eleanor,228,1.4558e-4
1974,F,Ella,212,1.3536e-4
1974,F,Chris,204,1.3026e-4
1974,F,Nicola,114,7.279e-5
1974,F,Mika,52,3.32e-5
1974,F,Tyler,27,1.724e-5
1974,F,Alex,25,1.596e-5
1974,F,Ryann,24,1.532e-5
1974,F,Eddie,23,1.469e-5
1974,F,Brendan,11,7.02e-6
1974,F,Colin,6,3.83e-6
1974,F,Luna,5,3.19e-6
1974,M,James,41353,0.02535843
1974,M,Chris,2279,0.00139753
1974,M,Eddie,1456,8.9285e-4
1974,M,Alex,1388,8.5115e-4
1974,M,Tyler,923,5.66e-4
1974,M,Colin,668,4.0963e-4
1974,M,Brendan,632,3.8755e-4
1974,M,Elijah,288,1.7661e-4
1974,M,Nicola,41,2.514e-5
1974,M,Grayson,36,2.208e-5
1974,M,Meredith,21,1.288e-5
1974,M,Emily,19,1.165e-5
1974,M,Mika,16,9.81e-6
1974,M,Amber,12,7.36e-6
1974,M,Anne,11,6.75e-6
1974,M,Ryann,6,3.68e-6
1975,F,Emily,5481,0.0035118
1975,F,Amber,4682,0.00299986
1975,F,Anne,2285,0.00146405
1975,F,Meredith,1428,9.1495e-4
1975,F,James,254,1.6274e-4
1975,F,Eleanor,234,1.4993e-4
1975,F,Chris,201,1.2879e-4
1975,F,Ella,184,1.1789e-4
